"Symbol: ESH22",,,,,,"Study: VOL",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2022-01-28 13:12:00,4350.25,4350.75,4348.75,4350.25,0,1823,
2022-01-28 13:13:00,4350.25,4350.75,4348.5,4349,-1.25,1294,
2022-01-28 13:14:00,4349,4349,4345,4345.75,-3.25,4457,
2022-01-28 13:15:00,4345.5,4345.5,4342,4343.25,-2.5,3907,
2022-01-28 13:16:00,4343.25,4343.5,4340,4340.75,-2.5,4132,
2022-01-28 13:17:00,4340.75,4345.5,4340.25,4342.25,1.5,4586,
2022-01-28 13:18:00,4342,4343,4340.25,4341.75,-0.5,2431,
2022-01-28 13:19:00,4341.5,4342.25,4340,4341,-0.75,3391,
2022-01-28 13:20:00,4340.75,4341,4335.75,4339,-2,5953,
2022-01-28 13:21:00,4338.75,4339,4336,4337.5,-1.5,2440,
2022-01-28 13:22:00,4337.5,4337.5,4335.25,4336.5,-1,2826,
2022-01-28 13:23:00,4336.5,4337.5,4331.75,4335.25,-1.25,4972,
2022-01-28 13:24:00,4335.5,4337,4328.75,4328.75,-6.5,4662,
2022-01-28 13:25:00,4329.25,4333,4328.75,4332.5,3.75,4307,
2022-01-28 13:26:00,4332.75,4334.75,4329.25,4334.5,2,3781,
2022-01-28 13:27:00,4334.5,4336.25,4333,4333.75,-0.75,3449,
2022-01-28 13:28:00,4334,4335,4332.5,4333,-0.75,2276,
2022-01-28 13:29:00,4333.25,4333.75,4330,4330.75,-2.25,3110,
2022-01-28 13:30:00,4330.75,4331,4322.75,4327.75,-3,7531,
2022-01-28 13:31:00,4327.75,4334.5,4326.75,4334.25,6.5,4157,
2022-01-28 13:32:00,4334.5,4336.25,4331.5,4335.75,1.5,3502,
2022-01-28 13:33:00,4335.5,4335.75,4330.75,4331.75,-4,2688,
2022-01-28 13:34:00,4331.75,4333.5,4329,4330.25,-1.5,2712,
2022-01-28 13:35:00,4330,4333.75,4329.25,4332.25,2,2642,
2022-01-28 13:36:00,4332.25,4337.25,4331.75,4335.75,3.5,2951,
2022-01-28 13:37:00,4335.75,4336,4331.75,4333.5,-2.25,2159,
2022-01-28 13:38:00,4333.25,4334.5,4331.75,4332.5,-1,2721,
2022-01-28 13:39:00,4332.25,4337,4329.5,4336.75,4.25,4016,
2022-01-28 13:40:00,4336.5,4345.25,4336.25,4340.5,3.75,7096,
2022-01-28 13:41:00,4340.5,4344.25,4340.25,4344.25,3.75,3941,
2022-01-28 13:42:00,4344,4351,4344,4348.5,4.25,5377,
2022-01-28 13:43:00,4348.25,4349.75,4345.75,4348,-0.5,2955,
2022-01-28 13:44:00,4348,4351.5,4347.5,4349.75,1.75,2772,
2022-01-28 13:45:00,4349.5,4352.5,4348.5,4349.75,0,3014,
2022-01-28 13:46:00,4349.5,4351,4345.5,4347.5,-2.25,3450,
2022-01-28 13:47:00,4347.75,4350.25,4347,4350,2.5,2226,
2022-01-28 13:48:00,4349.75,4356.5,4349.25,4354,4,4868,
2022-01-28 13:49:00,4354,4357.5,4353,4356.75,2.75,2496,
2022-01-28 13:50:00,4357.25,4358,4353.25,4353.75,-3,2769,
2022-01-28 13:51:00,4353.5,4356.25,4353.25,4355,1.25,2206,
2022-01-28 13:52:00,4354.75,4358.75,4354.25,4358,3,2977,
2022-01-28 13:53:00,4358,4360.5,4354.25,4355.25,-2.75,4173,
2022-01-28 13:54:00,4355.25,4356.75,4350.5,4356.25,1,3470,
2022-01-28 13:55:00,4356,4366.5,4354.5,4364.75,8.5,6100,
2022-01-28 13:56:00,4364.5,4367,4362.75,4363.25,-1.5,4399,
2022-01-28 13:57:00,4363,4365.5,4362.75,4365,1.75,1726,
2022-01-28 13:58:00,4364.75,4365.25,4362.5,4363.75,-1.25,1504,
2022-01-28 13:59:00,4364,4368,4363.75,4365.5,1.75,3037,
2022-01-28 14:00:00,4365.5,4371.25,4365.5,4368,2.5,4434,
2022-01-28 14:01:00,4368,4369.75,4364,4365.75,-2.25,3871,
2022-01-28 14:02:00,4365.75,4366.5,4362.25,4365.5,-0.25,3352,
2022-01-28 14:03:00,4365.25,4371.25,4364.75,4368.25,2.75,3345,
2022-01-28 14:04:00,4368.25,4371.25,4367.25,4368,-0.25,3038,
2022-01-28 14:05:00,4368,4371,4366.75,4368,0,3518,
2022-01-28 14:06:00,4368,4369.25,4366.25,4367.25,-0.75,2352,
2022-01-28 14:07:00,4367.25,4370,4366.75,4368,0.75,1742,
2022-01-28 14:08:00,4368,4372.75,4367,4371.25,3.25,3066,
2022-01-28 14:09:00,4371.25,4372.75,4370,4371.5,0.25,2059,
2022-01-28 14:10:00,4371.5,4371.75,4366.5,4369.25,-2.25,3218,
2022-01-28 14:11:00,4369.25,4370,4362,4363.75,-5.5,3419,
2022-01-28 14:12:00,4363.5,4365.25,4361,4362.75,-1,3366,
2022-01-28 14:13:00,4362.75,4363.75,4360.75,4361.75,-1,2603,
2022-01-28 14:14:00,4361.75,4367,4361.75,4366,4.25,2684,
2022-01-28 14:15:00,4366,4374.25,4366,4371.5,5.5,4786,
2022-01-28 14:16:00,4371.5,4372.75,4367.25,4369,-2.5,2512,
2022-01-28 14:17:00,4369,4370,4364.75,4365,-4,2093,
2022-01-28 14:18:00,4365.25,4369.25,4364,4368,3,1825,
2022-01-28 14:19:00,4367.75,4371.5,4367.25,4370.5,2.5,2199,
2022-01-28 14:20:00,4370.5,4378,4367.25,4378,7.5,6075,
2022-01-28 14:21:00,4377.75,4382,4376.75,4379.75,1.75,6784,
2022-01-28 14:22:00,4379.75,4381.75,4378.75,4380.75,1,2367,
2022-01-28 14:23:00,4380.75,4382,4377.25,4378,-2.75,3387,
2022-01-28 14:24:00,4377.75,4381.25,4377.5,4381.25,3.25,2484,
2022-01-28 14:25:00,4381.5,4383.5,4378.5,4379.75,-1.5,4954,
2022-01-28 14:26:00,4379.75,4379.75,4373.5,4377.25,-2.5,4139,
2022-01-28 14:27:00,4377.5,4379,4375,4377.5,0.25,2363,
2022-01-28 14:28:00,4377.5,4379,4375,4375.25,-2.25,2463,
2022-01-28 14:29:00,4375.5,4379.25,4374.75,4377.5,2.25,4586,
2022-01-28 14:30:00,4377.5,4377.75,4367.75,4370.75,-6.75,5430,
2022-01-28 14:31:00,4370.75,4371,4364.75,4368.25,-2.5,3711,
2022-01-28 14:32:00,4368.5,4374.75,4368,4374,5.75,4119,
2022-01-28 14:33:00,4374.25,4386.25,4373.75,4382.5,8.5,11256,
2022-01-28 14:34:00,4382.5,4388.75,4381.5,4385.5,3,5643,
2022-01-28 14:35:00,4385.5,4386.25,4382.25,4386,0.5,3965,
2022-01-28 14:36:00,4385.75,4389.5,4385.75,4386.75,0.75,4611,
2022-01-28 14:37:00,4386.75,4388.75,4383,4387.75,1,4246,
2022-01-28 14:38:00,4387.5,4388.5,4384.25,4385.5,-2.25,3720,
2022-01-28 14:39:00,4385.25,4388.75,4385,4387.5,2,2605,
2022-01-28 14:40:00,4387.5,4390.5,4386.5,4388.75,1.25,4424,
2022-01-28 14:41:00,4388.5,4390.75,4387.5,4389.25,0.5,3177,
2022-01-28 14:42:00,4389.25,4390.5,4388,4390.5,1.25,2612,
2022-01-28 14:43:00,4390.5,4393.5,4389.75,4392.75,2.25,4051,
2022-01-28 14:44:00,4392.75,4396,4392,4394.75,2,6695,
2022-01-28 14:45:00,4394.75,4394.75,4390.25,4392,-2.75,5531,
2022-01-28 14:46:00,4392,4397.5,4391.5,4396.25,4.25,5148,
2022-01-28 14:47:00,4396.5,4398.75,4395,4398.5,2.25,6800,
2022-01-28 14:48:00,4398.5,4400,4397.25,4399,0.5,6101,
2022-01-28 14:49:00,4399,4405,4398.75,4404,5,8691,
2022-01-28 14:50:00,4404,4413.75,4404,4411.25,7.25,16493,
2022-01-28 14:51:00,4411.25,4411.5,4406.25,4411,-0.25,7511,
2022-01-28 14:52:00,4411,4412,4406.5,4407,-4,5567,
2022-01-28 14:53:00,4406.75,4408.5,4404.75,4408,1,4810,
2022-01-28 14:54:00,4408.25,4414.5,4408,4412.5,4.5,9297,
2022-01-28 14:55:00,4412.5,4415,4410,4410.5,-2,13780,
2022-01-28 14:56:00,4410.25,4418,4410,4417,6.5,8866,
2022-01-28 14:57:00,4417.25,4419.75,4415.5,4418,1,9441,
2022-01-28 14:58:00,4418,4420.75,4415,4420.25,2.25,12942,
2022-01-28 14:59:00,4420.25,4425,4420.25,4424,3.75,66915,
2022-01-28 15:00:00,4424,4426,4417.25,4418.75,-5.25,29252,
2022-01-28 15:01:00,4419,4423.25,4419,4419.5,0.75,7220,
2022-01-28 15:02:00,4419.75,4425.25,4419.5,4424.75,5.25,5113,
2022-01-28 15:03:00,4425,4425.5,4422.75,4423,-1.75,3665,
2022-01-28 15:04:00,4423.25,4424.75,4421.5,4422.5,-0.5,3829,
2022-01-28 15:05:00,4422.75,4425,4422.5,4424.25,1.75,3151,
2022-01-28 15:06:00,4424.5,4425.25,4422.25,4423,-1.25,2791,
2022-01-28 15:07:00,4423.25,4423.75,4422,4422.25,-0.75,1842,
2022-01-28 15:08:00,4422.25,4425,4421.5,4424,1.75,2756,
2022-01-28 15:09:00,4423.75,4424.25,4420.75,4422,-2,1821,
2022-01-28 15:10:00,4421.75,4422,4418.75,4419.25,-2.75,2213,
2022-01-28 15:11:00,4419,4419.5,4417.25,4418.75,-0.5,1453,
2022-01-28 15:12:00,4418.75,4422,4418.25,4419,0.25,3378,
2022-01-28 15:13:00,4419,4419,4414.5,4414.75,-4.25,2536,
2022-01-28 15:14:00,4414.75,4415,4412.5,4413.25,-1.5,2782,
2022-01-28 15:15:00,4413,4416,4412.75,4416,2.75,1020,
2022-01-28 15:16:00,4416,4418,4415.75,4417.5,1.5,615,
2022-01-28 15:17:00,4417.75,4418.75,4417.25,4418.5,1,998,
2022-01-28 15:18:00,4418.75,4421,4417.5,4420.75,2.25,668,
2022-01-28 15:19:00,4420.75,4421.5,4416.5,4417,-3.75,1402,
2022-01-28 15:20:00,4417,4418.75,4415.75,4418.25,1.25,986,
2022-01-28 15:21:00,4418.25,4418.75,4417,4417.75,-0.5,807,
2022-01-28 15:22:00,4417.5,4420.5,4417.5,4420,2.25,456,
2022-01-28 15:23:00,4419.75,4420.25,4419.25,4419.75,-0.25,324,
2022-01-28 15:24:00,4420,4420.75,4418.25,4418.75,-1,452,
2022-01-28 15:25:00,4419,4419.25,4417.5,4417.75,-1,605,
2022-01-28 15:26:00,4417.75,4419.5,4417.75,4419,1.25,338,
2022-01-28 15:27:00,4419.25,4419.5,4418.5,4419.5,0.5,217,
2022-01-28 15:28:00,4419.25,4419.5,4418.25,4418.25,-1.25,268,
2022-01-28 15:29:00,4418,4421.25,4418,4420.75,2.5,651,
2022-01-28 15:30:00,4420.25,4420.25,4418.75,4419.75,-1,384,
2022-01-28 15:31:00,4419.5,4420,4418.25,4418.25,-1.5,315,
2022-01-28 15:32:00,4418.5,4419.5,4418.25,4418.75,0.5,303,
2022-01-28 15:33:00,4418.75,4419.75,4418.5,4419.25,0.5,166,
2022-01-28 15:34:00,4419.25,4420,4419.25,4420,0.75,150,
2022-01-28 15:35:00,4420,4420.75,4419.5,4420.75,0.75,295,
2022-01-28 15:36:00,4420.75,4420.75,4420,4420.25,-0.5,294,
2022-01-28 15:37:00,4420.25,4421.5,4420,4421.25,1,311,
2022-01-28 15:38:00,4421,4421.25,4420,4420.5,-0.75,333,
2022-01-28 15:39:00,4420.5,4421.5,4420.5,4421.5,1,383,
2022-01-28 15:40:00,4421.25,4422.5,4421.25,4422.25,0.75,364,
2022-01-28 15:41:00,4422.25,4423,4421.75,4422.5,0.25,288,
2022-01-28 15:42:00,4422.5,4423,4422.25,4422.75,0.25,301,
2022-01-28 15:43:00,4422.75,4423,4421.75,4422,-0.75,397,
2022-01-28 15:44:00,4421.75,4422.5,4421.5,4422.25,0.25,214,
2022-01-28 15:45:00,4422.25,4422.5,4421.75,4422,-0.25,257,
2022-01-28 15:46:00,4422,4422.25,4421,4421.5,-0.5,215,
2022-01-28 15:47:00,4421.25,4422,4421,4421.75,0.25,122,
2022-01-28 15:48:00,4421.75,4422,4421.5,4421.5,-0.25,54,
2022-01-28 15:49:00,4421.5,4422,4420.5,4420.75,-0.75,485,
2022-01-28 15:50:00,4420.5,4420.75,4419.75,4420.25,-0.5,416,
2022-01-28 15:51:00,4420.25,4421,4420,4420,-0.25,176,
2022-01-28 15:52:00,4420,4420.75,4420,4420.25,0.25,341,
2022-01-28 15:53:00,4420.25,4421.5,4420.25,4421.5,1.25,195,
2022-01-28 15:54:00,4421.25,4422,4420.5,4421.5,0,351,
2022-01-28 15:55:00,4421.75,4422,4420.25,4420.5,-1,251,
2022-01-28 15:56:00,4420.25,4420.75,4420,4420,-0.5,190,
2022-01-28 15:57:00,4420.25,4420.75,4419.75,4420.25,0.25,379,
2022-01-28 15:58:00,4420.25,4420.5,4419.5,4420.5,0.25,469,
2022-01-28 15:59:00,4420.25,4420.25,4419,4419.75,-0.75,543,
2022-01-30 17:00:00,4423.5,4427.75,4421.25,4424,4.25,2412,
2022-01-30 17:01:00,4424,4424.75,4418.5,4418.75,-5.25,1222,
2022-01-30 17:02:00,4418.75,4421,4418.5,4420,1.25,777,
2022-01-30 17:03:00,4420,4420,4415.75,4416.5,-3.5,978,
2022-01-30 17:04:00,4416.5,4417.75,4414,4416.5,0,883,
2022-01-30 17:05:00,4416.5,4418,4415.5,4417.75,1.25,430,
2022-01-30 17:06:00,4417.75,4420.25,4417.5,4420,2.25,579,
2022-01-30 17:07:00,4420,4422.5,4419.75,4420.5,0.5,639,
2022-01-30 17:08:00,4420.25,4420.75,4418,4418.5,-2,246,
2022-01-30 17:09:00,4418.25,4419.75,4417.5,4419.75,1.25,266,
2022-01-30 17:10:00,4419.75,4420.5,4418.25,4418.75,-1,128,
2022-01-30 17:11:00,4418.25,4418.75,4417.25,4417.75,-1,188,
2022-01-30 17:12:00,4417.5,4417.5,4413.75,4415,-2.75,609,
2022-01-30 17:13:00,4414.75,4416.75,4414.75,4416,1,260,
2022-01-30 17:14:00,4415.75,4415.75,4413.5,4414.75,-1.25,339,
2022-01-30 17:15:00,4414.5,4416.25,4413.75,4415.75,1,141,
2022-01-30 17:16:00,4415.75,4415.75,4410.75,4411,-4.75,710,
2022-01-30 17:17:00,4410.75,4412.25,4410.25,4410.5,-0.5,453,
2022-01-30 17:18:00,4410.75,4410.75,4408.25,4409.25,-1.25,679,
2022-01-30 17:19:00,4409.25,4410.75,4408.75,4410.5,1.25,178,
2022-01-30 17:20:00,4410.5,4411.75,4410,4410.75,0.25,246,
2022-01-30 17:21:00,4410.75,4412.25,4410,4411.75,1,243,
2022-01-30 17:22:00,4411.75,4412,4410,4410.75,-1,222,
2022-01-30 17:23:00,4410.5,4410.5,4408.25,4408.5,-2.25,388,
2022-01-30 17:24:00,4408.75,4411.5,4408,4411,2.5,365,
2022-01-30 17:25:00,4411,4412.25,4410.25,4410.25,-0.75,310,
2022-01-30 17:26:00,4410.5,4412.25,4409.5,4412.25,2,153,
2022-01-30 17:27:00,4412.25,4412.25,4411.25,4412,-0.25,134,
2022-01-30 17:28:00,4412,4413.5,4411.75,4413.25,1.25,301,
2022-01-30 17:29:00,4413.25,4415.5,4412.75,4415.25,2,320,
2022-01-30 17:30:00,4415.25,4416,4414.25,4415,-0.25,438,
2022-01-30 17:31:00,4415,4415.5,4413.25,4413.75,-1.25,213,
2022-01-30 17:32:00,4413.5,4414,4411.25,4411.25,-2.5,280,
2022-01-30 17:33:00,4411.5,4413.5,4411.5,4413.25,2,169,
2022-01-30 17:34:00,4413.25,4414.25,4412,4412.5,-0.75,238,
2022-01-30 17:35:00,4412.75,4412.75,4407.25,4409,-3.5,633,
2022-01-30 17:36:00,4408.75,4411,4408.75,4410,1,238,
2022-01-30 17:37:00,4410,4411,4408,4409,-1,234,
2022-01-30 17:38:00,4409.25,4410.75,4409.25,4410,1,193,
2022-01-30 17:39:00,4410,4410.25,4407.75,4408,-2,252,
2022-01-30 17:40:00,4408,4410.25,4407.75,4409.25,1.25,381,
2022-01-30 17:41:00,4409,4412.25,4408.25,4411.5,2.25,413,
2022-01-30 17:42:00,4411.5,4412.5,4410.25,4410.5,-1,241,
2022-01-30 17:43:00,4410.5,4411.25,4409.5,4410,-0.5,171,
2022-01-30 17:44:00,4409.5,4409.75,4407.25,4407.5,-2.5,334,
2022-01-30 17:45:00,4407.5,4407.5,4402.75,4403.5,-4,1098,
2022-01-30 17:46:00,4403.25,4405.25,4403.25,4405,1.5,386,
2022-01-30 17:47:00,4405.25,4406.5,4404,4406.5,1.5,226,
2022-01-30 17:48:00,4406.25,4406.25,4404.75,4405.25,-1.25,192,
2022-01-30 17:49:00,4405,4406.25,4404.75,4406,0.75,131,
2022-01-30 17:50:00,4405.75,4406.5,4405.5,4406.25,0.25,125,
2022-01-30 17:51:00,4406.25,4408.75,4406.25,4408.25,2,214,
2022-01-30 17:52:00,4408.5,4409.75,4408,4409.75,1.5,224,
2022-01-30 17:53:00,4410,4410.5,4408.75,4409.5,-0.25,213,
2022-01-30 17:54:00,4409.75,4410,4408,4409.25,-0.25,188,
2022-01-30 17:55:00,4409.25,4409.5,4408,4408.5,-0.75,68,
2022-01-30 17:56:00,4408.75,4409,4408.25,4408.75,0.25,65,
2022-01-30 17:57:00,4408.75,4409.75,4407.75,4409.5,0.75,107,
2022-01-30 17:58:00,4409.5,4412.25,4409,4411.75,2.25,335,
2022-01-30 17:59:00,4412,4412.5,4410.75,4412.5,0.75,344,
2022-01-30 18:00:00,4412.5,4413,4409.5,4410,-2.5,553,
2022-01-30 18:01:00,4409.75,4410.5,4407.5,4407.5,-2.5,273,
2022-01-30 18:02:00,4407.5,4409,4406.25,4409,1.5,328,
2022-01-30 18:03:00,4409,4410,4407.75,4410,1,278,
2022-01-30 18:04:00,4410,4410,4408.25,4409,-1,140,
2022-01-30 18:05:00,4409.25,4409.25,4407,4408,-1,186,
2022-01-30 18:06:00,4407.75,4410.75,4407.5,4408.5,0.5,249,
2022-01-30 18:07:00,4408.75,4408.75,4405.25,4406,-2.5,509,
2022-01-30 18:08:00,4406.25,4408,4405.75,4407.5,1.5,158,
2022-01-30 18:09:00,4407.5,4408.25,4405.25,4407,-0.5,259,
2022-01-30 18:10:00,4406.75,4409.75,4406.75,4408,1,262,
2022-01-30 18:11:00,4408.25,4410.25,4408.25,4409.75,1.75,189,
2022-01-30 18:12:00,4409.75,4410.75,4408,4410.25,0.5,315,
2022-01-30 18:13:00,4410.25,4412.25,4410.25,4411,0.75,299,
2022-01-30 18:14:00,4411,4413.25,4411,4412.75,1.75,385,
2022-01-30 18:15:00,4412.75,4417.5,4412,4415.25,2.5,802,
2022-01-30 18:16:00,4415.5,4416.75,4415,4416.5,1.25,286,
2022-01-30 18:17:00,4416.5,4417.5,4415.5,4416.25,-0.25,207,
2022-01-30 18:18:00,4416.5,4417.25,4415,4415.25,-1,181,
2022-01-30 18:19:00,4415.5,4416,4414,4414,-1.25,273,
2022-01-30 18:20:00,4414.25,4415.5,4413.75,4414.75,0.75,163,
2022-01-30 18:21:00,4414.75,4417,4414,4416,1.25,240,
2022-01-30 18:22:00,4415.75,4416.25,4414,4414.25,-1.75,234,
2022-01-30 18:23:00,4414.5,4414.5,4411.25,4411.5,-2.75,380,
2022-01-30 18:24:00,4411.75,4412.5,4408.75,4409.25,-2.25,585,
2022-01-30 18:25:00,4409.5,4411,4409.5,4410.75,1.5,124,
2022-01-30 18:26:00,4410.75,4412.25,4410.25,4412.25,1.5,260,
2022-01-30 18:27:00,4412.5,4413,4411.25,4412.5,0.25,227,
2022-01-30 18:28:00,4412.25,4414.75,4411.75,4414.25,1.75,224,
2022-01-30 18:29:00,4414.25,4416.5,4414,4416.5,2.25,211,
2022-01-30 18:30:00,4416.5,4416.75,4414.25,4414.75,-1.75,274,
2022-01-30 18:31:00,4414.5,4415.5,4414.25,4415.25,0.5,198,
2022-01-30 18:32:00,4415,4417.5,4414.5,4415.25,0,241,
2022-01-30 18:33:00,4415.5,4416.75,4415.25,4416.25,1,163,
2022-01-30 18:34:00,4416.5,4417.25,4415.5,4417,0.75,113,
2022-01-30 18:35:00,4416.75,4420.5,4416.75,4420.5,3.5,729,
2022-01-30 18:36:00,4420.5,4420.75,4418.25,4418.75,-1.75,332,
2022-01-30 18:37:00,4418.75,4419,4417.75,4418,-0.75,156,
2022-01-30 18:38:00,4418.25,4418.5,4417.25,4417.75,-0.25,209,
2022-01-30 18:39:00,4418,4419.25,4415.25,4415.5,-2.25,354,
2022-01-30 18:40:00,4415.5,4415.5,4414.25,4415.25,-0.25,328,
2022-01-30 18:41:00,4415.25,4415.75,4413.75,4414.25,-1,146,
2022-01-30 18:42:00,4414,4415.25,4411.75,4413.25,-1,280,
2022-01-30 18:43:00,4413.25,4414.25,4412.75,4414,0.75,181,
2022-01-30 18:44:00,4413.75,4414.5,4413.25,4413.75,-0.25,74,
2022-01-30 18:45:00,4414,4415.5,4413.75,4414.5,0.75,176,
2022-01-30 18:46:00,4414.5,4415,4413.25,4414.5,0,155,
2022-01-30 18:47:00,4414.5,4414.5,4413,4413.25,-1.25,66,
2022-01-30 18:48:00,4413.5,4414.5,4413.25,4414.5,1.25,40,
2022-01-30 18:49:00,4414.5,4414.5,4413,4413.25,-1.25,92,
2022-01-30 18:50:00,4413.25,4413.75,4410.75,4411.5,-1.75,279,
2022-01-30 18:51:00,4411.5,4413,4411.5,4412.5,1,114,
2022-01-30 18:52:00,4412.75,4414.25,4412.75,4413.5,1,126,
2022-01-30 18:53:00,4413.5,4415,4413.5,4414.5,1,175,
2022-01-30 18:54:00,4414.5,4414.75,4412.75,4412.75,-1.75,120,
2022-01-30 18:55:00,4412.5,4413.5,4412.5,4413,0.25,58,
2022-01-30 18:56:00,4413.25,4414,4411.25,4411.75,-1.25,156,
2022-01-30 18:57:00,4411.25,4411.75,4410.75,4411.75,0,159,
2022-01-30 18:58:00,4411.5,4413.25,4411.5,4411.75,0,243,
2022-01-30 18:59:00,4412,4412,4409,4409.5,-2.25,412,
2022-01-30 19:00:00,4409.75,4412.75,4409,4412,2.5,267,
2022-01-30 19:01:00,4412,4415,4410.75,4413.5,1.5,357,
2022-01-30 19:02:00,4413.25,4414.75,4412.5,4414,0.5,367,
2022-01-30 19:03:00,4413.75,4414.5,4413,4414,0,127,
2022-01-30 19:04:00,4414,4414,4412,4412.5,-1.5,133,
2022-01-30 19:05:00,4412.25,4414.5,4412,4413.5,1,158,
2022-01-30 19:06:00,4413.25,4413.25,4411,4411,-2.5,178,
2022-01-30 19:07:00,4411,4413.5,4410.75,4412.25,1.25,155,
2022-01-30 19:08:00,4412.75,4415.5,4412.75,4414.5,2.25,310,
2022-01-30 19:09:00,4414.75,4417.5,4413.75,4415.25,0.75,286,
2022-01-30 19:10:00,4415.25,4416,4413.25,4413.75,-1.5,189,
2022-01-30 19:11:00,4413.75,4414,4411.75,4413,-0.75,137,
2022-01-30 19:12:00,4412.75,4413.25,4411,4411.5,-1.5,166,
2022-01-30 19:13:00,4411.5,4412.75,4411.25,4412.5,1,61,
2022-01-30 19:14:00,4412.5,4413.5,4412,4413,0.5,154,
2022-01-30 19:15:00,4413.25,4413.5,4407.5,4408.25,-4.75,894,
2022-01-30 19:16:00,4408.25,4409.5,4407.75,4409,0.75,227,
2022-01-30 19:17:00,4409.25,4409.25,4407.75,4408,-1,135,
2022-01-30 19:18:00,4408.5,4409.5,4407.75,4408.75,0.75,143,
2022-01-30 19:19:00,4409,4409.25,4407.25,4409.25,0.5,196,
2022-01-30 19:20:00,4409,4409.75,4408.25,4408.75,-0.5,161,
