"Symbol: ESH22",,,,,,"Study: VOL",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2022-02-09 07:49:00,4554.75,4555.25,4554.5,4555,0.25,255,
2022-02-09 07:50:00,4554.75,4555.25,4554.5,4555.25,0.25,237,
2022-02-09 07:51:00,4555.25,4555.75,4555,4555.25,0,105,
2022-02-09 07:52:00,4555.25,4555.5,4555,4555.25,0,121,
2022-02-09 07:53:00,4555.25,4555.25,4554.75,4555.25,0,224,
2022-02-09 07:54:00,4555,4555.25,4555,4555,-0.25,236,
2022-02-09 07:55:00,4555,4555.75,4555,4555.25,0.25,367,
2022-02-09 07:56:00,4555.25,4555.5,4555,4555,-0.25,194,
2022-02-09 07:57:00,4555,4555.25,4553.25,4554,-1,611,
2022-02-09 07:58:00,4553.75,4554,4553.5,4553.5,-0.5,320,
2022-02-09 07:59:00,4553.5,4554,4553.5,4553.75,0.25,215,
2022-02-09 08:00:00,4553.75,4555,4553.75,4554.5,0.75,604,
2022-02-09 08:01:00,4554.5,4555.75,4554.5,4555.25,0.75,293,
2022-02-09 08:02:00,4555.25,4555.5,4554.75,4555,-0.25,224,
2022-02-09 08:03:00,4554.75,4554.75,4553.25,4553.75,-1.25,510,
2022-02-09 08:04:00,4553.5,4554.25,4553.5,4554,0.25,463,
2022-02-09 08:05:00,4553.75,4554.75,4553.5,4554.5,0.5,442,
2022-02-09 08:06:00,4554.75,4555.5,4554.5,4555.25,0.75,469,
2022-02-09 08:07:00,4555.5,4556.5,4555,4556.25,1,578,
2022-02-09 08:08:00,4556,4556.75,4556,4556.25,0,341,
2022-02-09 08:09:00,4556.25,4556.5,4555.75,4555.75,-0.5,401,
2022-02-09 08:10:00,4555.75,4556.5,4555.5,4556.25,0.5,1038,
2022-02-09 08:11:00,4556.5,4557,4556,4556.75,0.5,725,
2022-02-09 08:12:00,4556.5,4556.75,4555.75,4555.75,-1,324,
2022-02-09 08:13:00,4555.75,4556,4555,4555.25,-0.5,441,
2022-02-09 08:14:00,4555,4555.25,4554.5,4554.75,-0.5,366,
2022-02-09 08:15:00,4555,4555,4554,4554.25,-0.5,293,
2022-02-09 08:16:00,4554.25,4555.25,4554.25,4555.25,1,292,
2022-02-09 08:17:00,4555,4555.75,4554.25,4555.5,0.25,747,
2022-02-09 08:18:00,4555.5,4556,4555.5,4555.75,0.25,382,
2022-02-09 08:19:00,4555.5,4555.5,4555,4555,-0.75,276,
2022-02-09 08:20:00,4555.25,4556,4554.5,4554.5,-0.5,353,
2022-02-09 08:21:00,4554.75,4555.25,4554.25,4555,0.5,431,
2022-02-09 08:22:00,4555,4555.25,4554.25,4555,0,412,
2022-02-09 08:23:00,4555,4556.25,4554.75,4556,1,379,
2022-02-09 08:24:00,4556.25,4556.5,4555.25,4555.5,-0.5,552,
2022-02-09 08:25:00,4555.75,4556,4554.75,4555.5,0,560,
2022-02-09 08:26:00,4555.75,4556.5,4555.25,4555.25,-0.25,529,
2022-02-09 08:27:00,4555.25,4556,4555.25,4555.75,0.5,447,
2022-02-09 08:28:00,4555.75,4556.25,4555.25,4555.5,-0.25,692,
2022-02-09 08:29:00,4555.5,4557.75,4555.5,4557,1.5,2506,
2022-02-09 08:30:00,4556.75,4558.5,4554.5,4557.25,0.25,9822,
2022-02-09 08:31:00,4557.5,4559.5,4555.75,4558.5,1.25,5848,
2022-02-09 08:32:00,4558.5,4561.25,4557,4560.75,2.25,6454,
2022-02-09 08:33:00,4561,4563.75,4560,4562.5,1.75,7375,
2022-02-09 08:34:00,4562.5,4563.25,4558.5,4559,-3.5,6849,
2022-02-09 08:35:00,4559,4560.5,4557.5,4558.5,-0.5,6120,
2022-02-09 08:36:00,4558.25,4560.75,4557.5,4560,1.5,3998,
2022-02-09 08:37:00,4559.75,4562,4559.25,4561.25,1.25,3990,
2022-02-09 08:38:00,4561.25,4563.5,4560.75,4563.25,2,4420,
2022-02-09 08:39:00,4563.25,4565.25,4561.75,4562.75,-0.5,6189,
2022-02-09 08:40:00,4562.75,4563.75,4560.5,4562,-0.75,4157,
2022-02-09 08:41:00,4562,4564.5,4560.5,4562.5,0.5,4614,
2022-02-09 08:42:00,4562.5,4567.75,4561.75,4567.25,4.75,6213,
2022-02-09 08:43:00,4567,4567.5,4563.25,4563.5,-3.75,5831,
2022-02-09 08:44:00,4563.5,4565.75,4563.25,4565.5,2,3365,
2022-02-09 08:45:00,4565.5,4568.75,4564.5,4564.75,-0.75,4810,
2022-02-09 08:46:00,4565,4566.5,4564.5,4565.5,0.75,3072,
2022-02-09 08:47:00,4565.75,4566,4563.25,4564,-1.5,3528,
2022-02-09 08:48:00,4564,4565.75,4561.75,4564,0,5052,
2022-02-09 08:49:00,4564,4566,4563.25,4564.25,0.25,4114,
2022-02-09 08:50:00,4564.25,4565,4563,4563.25,-1,3690,
2022-02-09 08:51:00,4563.25,4563.75,4561,4563.25,0,4933,
2022-02-09 08:52:00,4563.25,4564.5,4560.5,4560.75,-2.5,4589,
2022-02-09 08:53:00,4560.75,4561.25,4558.5,4560,-0.75,4638,
2022-02-09 08:54:00,4560.25,4561.25,4558.75,4560.75,0.75,3390,
2022-02-09 08:55:00,4561,4561.5,4559.25,4560.75,0,3274,
2022-02-09 08:56:00,4561,4562.5,4560.25,4560.5,-0.25,4016,
2022-02-09 08:57:00,4560.5,4561.25,4557.25,4558,-2.5,4848,
2022-02-09 08:58:00,4558,4560.5,4557.5,4560.25,2.25,2950,
2022-02-09 08:59:00,4560.25,4564,4558.5,4558.5,-1.75,4589,
2022-02-09 09:00:00,4558.75,4561.75,4558.75,4561,2.5,4042,
2022-02-09 09:01:00,4561,4562.25,4559.25,4560.5,-0.5,2919,
2022-02-09 09:02:00,4560.5,4565.25,4560.5,4565,4.5,6583,
2022-02-09 09:03:00,4565.25,4565.25,4563.75,4564.75,-0.25,3577,
2022-02-09 09:04:00,4564.75,4565.75,4563.75,4564,-0.75,3387,
2022-02-09 09:05:00,4564,4564.5,4561.75,4562.25,-1.75,3939,
2022-02-09 09:06:00,4562.25,4563.25,4560.75,4562.75,0.5,3325,
2022-02-09 09:07:00,4563,4566.25,4562.75,4565.75,3,3452,
2022-02-09 09:08:00,4565.75,4568.25,4565.5,4568,2.25,4883,
2022-02-09 09:09:00,4568,4568.75,4565.75,4566.25,-1.75,3402,
2022-02-09 09:10:00,4566.5,4568,4563.75,4564.25,-2,5496,
2022-02-09 09:11:00,4564,4564.75,4561.75,4563.25,-1,4368,
2022-02-09 09:12:00,4563.25,4563.75,4562.25,4562.5,-0.75,3024,
2022-02-09 09:13:00,4562.75,4563,4559.75,4560.5,-2,6069,
2022-02-09 09:14:00,4560.5,4562.25,4559,4562,1.5,3345,
2022-02-09 09:15:00,4562,4563.75,4560.75,4563.5,1.5,3255,
2022-02-09 09:16:00,4563.5,4564.75,4562.25,4562.75,-0.75,3812,
2022-02-09 09:17:00,4562.75,4564.25,4561.5,4564,1.25,3873,
2022-02-09 09:18:00,4564,4565,4561.25,4561.75,-2.25,4942,
2022-02-09 09:19:00,4562,4562.75,4556,4558,-3.75,6575,
2022-02-09 09:20:00,4558.25,4559.75,4556.25,4559.5,1.5,3923,
2022-02-09 09:21:00,4559.75,4561.5,4559.75,4559.75,0.25,3620,
2022-02-09 09:22:00,4560,4561,4558.75,4559,-0.75,3000,
2022-02-09 09:23:00,4559,4561.75,4557.5,4561.5,2.5,3874,
2022-02-09 09:24:00,4561.5,4562.75,4558,4558.25,-3.25,5990,
2022-02-09 09:25:00,4558.25,4564,4557.75,4563,4.75,9773,
2022-02-09 09:26:00,4563.25,4566.75,4563,4566,3,6432,
2022-02-09 09:27:00,4566,4567,4563,4563.75,-2.25,4393,
2022-02-09 09:28:00,4563.75,4564.75,4561.5,4563.75,0,3982,
2022-02-09 09:29:00,4563.75,4564.75,4561.75,4564,0.25,3112,
2022-02-09 09:30:00,4564.25,4566,4563,4564.5,0.5,3503,
2022-02-09 09:31:00,4564.75,4566.25,4563.25,4566,1.5,2551,
2022-02-09 09:32:00,4566,4570,4565.75,4569.5,3.5,7494,
2022-02-09 09:33:00,4569.5,4571.75,4569.5,4571.25,1.75,5869,
2022-02-09 09:34:00,4571.25,4571.5,4570.25,4570.5,-0.75,3089,
2022-02-09 09:35:00,4570.75,4571.25,4569.75,4570.5,0,3737,
2022-02-09 09:36:00,4570.5,4571.25,4569.75,4570.5,0,2573,
2022-02-09 09:37:00,4570.5,4571,4569.75,4570.25,-0.25,2595,
2022-02-09 09:38:00,4570.25,4571,4568,4568.75,-1.5,3151,
2022-02-09 09:39:00,4568.75,4568.75,4567.5,4568,-0.75,2731,
2022-02-09 09:40:00,4568,4569.75,4567.25,4569.25,1.25,3018,
2022-02-09 09:41:00,4569.5,4570.75,4569,4569.25,0,2225,
2022-02-09 09:42:00,4569.5,4570,4568.75,4569.75,0.5,1430,
2022-02-09 09:43:00,4569.5,4570,4568,4568.25,-1.5,1569,
2022-02-09 09:44:00,4568.25,4568.5,4565,4565.25,-3,3399,
2022-02-09 09:45:00,4565.5,4566.75,4563.75,4564.75,-0.5,3381,
2022-02-09 09:46:00,4565,4567,4565,4565,0.25,2163,
2022-02-09 09:47:00,4565.25,4567.5,4565.25,4567.25,2.25,1636,
2022-02-09 09:48:00,4567.25,4567.5,4566.25,4566.75,-0.5,1998,
2022-02-09 09:49:00,4566.75,4567.75,4566.5,4566.5,-0.25,2301,
2022-02-09 09:50:00,4566.75,4568.75,4566.25,4567.25,0.75,2392,
2022-02-09 09:51:00,4567.25,4568.75,4566.5,4568.25,1,1639,
2022-02-09 09:52:00,4568.25,4569,4567.75,4568.25,0,1481,
2022-02-09 09:53:00,4568.25,4569.5,4566.5,4567.25,-1,2352,
2022-02-09 09:54:00,4567.5,4567.75,4565.25,4567.25,0,2259,
2022-02-09 09:55:00,4567.25,4569.25,4567,4569,1.75,1959,
2022-02-09 09:56:00,4568.75,4570.5,4568.25,4570.25,1.25,2774,
2022-02-09 09:57:00,4570.5,4571.25,4569.75,4570,-0.25,2752,
2022-02-09 09:58:00,4570.25,4571,4569.5,4570.5,0.5,2487,
2022-02-09 09:59:00,4570.5,4572.75,4570.25,4572.5,2,4267,
