,deltas
258,5.477201151649069e-05
259,0.00021905805125932432
260,-0.0003286050744293334
261,0.00010954702317000908
262,0.0002738150670147377
263,0.0005474053125524847
264,0.00010944511338628615
265,0.0001641452141676325
266,-5.4712077705687534e-05
267,-0.00016415419587545443
268,5.4721059413509465e-05
269,0.0002735603901609096
270,-5.470609153590544e-05
271,-0.0001094211621630592
272,-0.00010943313646194497
273,0.0001641452141676325
274,-5.4712077705687534e-05
275,0.0001094211621630592
276,-0.0001641362334421359
277,-0.00021889022742627162
278,0.00021889022742627162
279,5.471507127907671e-05
280,-5.471507127907671e-05
281,0.00027354542392288295
282,-0.0001641182749381187
283,-5.4712077705687534e-05
284,0.0004376128290406456
285,0.0
286,-0.00016408236971798829
287,0.0005468365641814188
288,-0.00032806605357471597
289,-0.00016407339586699266
290,-5.469711473971017e-05
291,-0.00021881838161696976
292,0.00027351549635667993
293,-0.00010939722141856123
294,-0.00027354542392288295
295,0.0
296,0.00010942714898476424
297,-5.4712077705687534e-05
298,-0.00027360529870534833
299,-5.473004407186011e-05
300,-0.0003284431822816458
301,0.00010949304730090148
302,0.00021895013498074434
303,5.473004407186011e-05
304,0.00021889022742627162
305,-5.471806518286826e-05
306,0.0001641452141676325
307,0.0
308,-5.4712077705687534e-05
309,0.0001094211621630592
310,-0.00027357535803851363
311,0.0
312,0.00032828144957441907
313,-0.00016412725369896464
314,0.0
315,0.00021883035264380624
316,0.00032815576754785525
317,0.0
318,-5.468515026230136e-05
319,-0.00016407339586699266
320,5.469412313097166e-05
321,-0.0002187944434943745
322,0.00010940320562369266
323,-5.470010667885106e-05
324,-0.00010940919048074704
325,-0.00027357535803851363
326,-5.472405397277669e-05
327,0.00021887824984823112
328,0.0001094211621630592
329,0.0001641092971595981
330,0.0002734556608690042
331,-0.00021875854612929402
332,0.0003827960564066757
333,-5.467618033527799e-05
334,-0.00016404648020440504
335,-0.000109379272736021
336,0.000109379272736021
337,-0.00016407339586699266
338,0.00016407339586699266
339,0.0
340,0.0
341,0.00016404648020440504
342,-0.00016404648020440504
343,-5.468814088871454e-05
344,-5.469113184730645e-05
345,0.00027342575294042604
346,0.0003280122487314685
347,0.0
348,0.0001639657861733923
349,0.0001092955900325876
350,-0.00021860312689625516
351,0.00010930753686366756
352,-5.465227491363578e-05
353,0.0003825032149578078
354,0.000273127033080911
355,0.0
356,-5.461943907292266e-05
357,0.0
358,0.0
359,0.00021845985886947972
360,-5.461049068777868e-05
361,-5.461347315716125e-05
362,5.461347315716125e-05
363,0.00016382252596258695
364,0.0
365,-0.0002184359991197482
366,5.461347315716125e-05
367,-0.00010922992910877838
368,0.0
369,-0.00016386726788120143
370,0.00016386726788120143
371,5.461645595161713e-05
372,0.0
373,0.00016383147239196205
374,0.0
375,5.460452672778615e-05
376,5.46015452371762e-05
377,-0.0003822734393814642
378,0.00021845985886947972
379,0.0
380,0.00016381358051198447
381,-0.00010920607196496235
382,0.0003821690871728123
383,-0.00010917626518924806
384,5.458962252724575e-05
385,5.4586642662002305e-05
386,0.0
387,-0.0004367765957198344
388,0.000218412144583624
389,5.459558323117619e-05
390,0.0
391,0.0
392,-0.00021840021926777808
393,-0.0001092179992348008
394,-0.0002730971969899798
395,-5.462839038727907e-05
396,5.462839038727907e-05
397,0.0002730971969899798
398,-5.461347315716125e-05
399,-0.0002731121142200976
400,-0.0001092657343750858
401,0.0
402,-0.00032786885539515254
403,-0.00010931351125975652
404,-0.0002733360683961905
405,-0.00021872266053968303
406,-0.00016407339586699266
407,0.00016407339586699266
408,-0.0008206363127065686
409,0.00038304742048289597
410,0.0003282096194876516
411,-0.0007112570399705476
412,-0.0004379482196235074
413,-5.475701575541336e-05
414,0.0003284971286046101
415,-0.0003284971286046101
416,0.0006021623283078981
417,-5.472704885711721e-05
418,-0.00010946308368353641
419,-0.00016421709536906803
420,-0.00032851511464926375
421,0.0
422,0.0
423,-0.00027384506017824606
424,0.00016431603487632174
425,0.0007117243190037925
426,-0.00032842520411158205
427,0.0006567425805226179
428,-0.00027359032755391866
429,0.00010944511338628615
430,0.00021885429862500416
431,-0.0001641362334421359
432,-0.00032835331110980803
433,0.0004377804600945723
434,0.00027351549635667993
435,0.0008747471991839006
436,0.0004370868233269931
437,0.00021847179069922618
438,0.0001092179992348008
439,-5.460750854702212e-05
440,0.000218412144583624
441,-5.4598564071639544e-05
442,0.0006549861049620631
443,-0.0002182810377018285
444,-0.00038210650318859507
445,-0.00010920010930881574
446,-0.0010379962143698407
447,-0.0005467468698245881
448,5.468814088871454e-05
449,-0.000109379272736021
450,0.0005467767646738508
451,-0.00016400164038365972
452,0.00016400164038365972
453,0.00043720625901499943
454,0.00010927170420060861
455,0.00032774348903252815
456,-0.00016385831754206492
457,0.00016385831754206492
458,0.0004368242943755263
459,0.00021834061222136825
460,-0.0007644008016214343
461,-0.0005463585340521604
462,0.00038248231485660256
463,0.0002731121142200976
464,-0.0006555944290767002
465,0.0010924187234522265
466,-0.0008192021429707097
467,0.0001092657343750858
468,0.0002184956582684805
469,-0.00043703906732339703
470,0.00021854340905491654
471,0.0001092537966780327
472,0.0004914944259706289
473,-0.0001638046360366019
474,0.0
475,0.00010920607196496235
476,5.4598564071639544e-05
477,0.00016377780847420809
478,5.4586642662002305e-05
479,5.458366312183216e-05
480,-5.458366312183216e-05
481,-0.00010917626518924806
482,5.458962252724575e-05
483,0.0
484,0.00010917030578383446
485,5.458068391028803e-05
486,0.00010915243147913145
487,5.4571748218990024e-05
488,0.0001636973784790996
489,0.00027276942969400864
490,0.0002181619861385542
491,0.0
492,-5.4536034697960645e-05
493,0.0
494,5.4536034697960645e-05
495,0.0
496,-5.4536034697960645e-05
497,-0.00016362595144059355
498,5.454495869550158e-05
499,0.0
500,0.0
501,-5.454495869550158e-05
502,-5.45479340097188e-05
503,0.0
504,0.00010909289270522038
505,-0.00016364380235600606
506,0.0
507,0.00010909884366050449
508,-0.00010909884366050449
509,0.00010909884366050449
510,-0.00016365272927387764
511,-0.0002728140788992306
512,-5.4571748218990024e-05
513,-5.457472645886696e-05
514,0.00010914647467785699
515,-5.4571748218990024e-05
516,0.0
517,5.4571748218990024e-05
518,5.4568770305962744e-05
519,0.00010912860817313685
520,-0.00021826912669808962
521,-5.457472645886696e-05
522,0.00010914647467785699
523,0.0
524,0.0
525,0.0
526,0.00010913456302397151
527,-0.00016370631124296153
528,0.0
529,5.4571748218990024e-05
530,0.0001636973784790996
531,-0.0001636973784790996
532,5.4568770305962744e-05
533,0.00016368844669045757
534,-0.0001091226539724488
535,-5.4565792718008765e-05
536,0.0
537,5.4565792718008765e-05
538,-5.4565792718008765e-05
539,0.0
540,-0.00010914051852495277
541,0.00016370631124296153
542,-0.000327439426632381
543,-0.00016375992831108022
544,5.458962252724575e-05
545,0.0
546,-5.458962252724575e-05
547,-5.459260271578614e-05
548,-0.00010919414730281574
549,0.00010919414730281574
550,0.0001637688679050342
551,0.00021831677851125164
552,-0.00021831677851125164
553,0.0
554,0.00010916434703212019
555,-0.00010916434703212019
556,-0.0002183644511362104
557,-0.00010920010930881574
558,0.0
559,0.0
560,-5.460452672778615e-05
561,0.00010920607196496235
562,5.4598564071639544e-05
563,0.0
564,0.0002183644511362104
565,-5.4586642662002305e-05
566,-0.00016377780847420809
567,-0.0001638046360366019
568,-5.460750854702212e-05
569,-5.461049068777868e-05
570,-0.00010922992910877838
571,5.461645595161713e-05
572,0.0
573,0.0
574,0.00010922396384493993
575,0.00010921203527480827
576,-0.00010921203527480827
577,-0.00021845985886947972
578,0.0
579,-5.462242251752514e-05
580,0.00016385831754206492
581,0.00010922396384493993
582,0.00010921203527480827
583,5.46015452371762e-05
584,5.4598564071639544e-05
585,5.459558323117619e-05
586,-0.0002730077278148002
587,5.460750854702212e-05
588,0.00032758244451081
589,-0.0001091822252430319
590,-5.459558323117619e-05
591,0.00010918818594696234
592,5.458962252724575e-05
593,-0.0003821899530578321
594,-0.00016384041979655706
595,0.0
596,0.00010922992910877838
597,-0.00010922992910877838
598,-0.00016386726788120143
599,-0.00016389412476236487
600,0.0
601,-0.00010927767467983074
602,0.00010927767467983074
603,-0.00010927767467983074
604,-0.00010928961759404388
605,-5.4649288207642144e-05
606,0.00021857923584356342
607,0.0
608,-5.4640330041877405e-05
609,0.00010927767467983074
610,0.0002185195310531185
611,-5.462540629075363e-05
612,0.0
613,0.0
614,0.0
615,5.462540629075363e-05
616,0.00016385831754206492
617,0.0
618,-0.00016385831754206492
619,-0.0001092537966780327
620,-5.463137481243052e-05
621,5.463137481243052e-05
622,0.0
623,5.462839038727907e-05
624,5.462540629075363e-05
625,-0.00016388517149046322
626,0.0
627,0.0
628,0.00010925976519970959
629,-0.00010925976519970959
630,-5.463435956265528e-05
631,-5.4637344637953333e-05
632,5.4637344637953333e-05
633,-0.00016392099044892916
634,-0.00016394786494622338
635,-5.4655261950031786e-05
636,-5.465824930972474e-05
637,0.00010931351125975652
638,-0.00032797638864145995
639,0.0
640,-5.467319101448709e-05
641,0.0002186748313981468
642,0.0
643,-0.00016400164038365972
644,-0.00010934937134976508
645,-5.467916998291855e-05
646,-0.00010936731022148649
647,5.468515026230136e-05
648,-0.0002734556608690042
649,0.00021877051060670283
650,-5.468814088871454e-05
651,0.0
652,5.468814088871454e-05
653,0.00010936731022148649
654,0.0
655,-0.00010936731022148649
656,5.468515026230136e-05
657,-0.0002734556608690042
658,0.00010939123787068183
659,-0.00010939123787068183
660,0.00016408236971798829
661,-0.0004376128290406456
662,5.4712077705687534e-05
663,0.0001094151759932771
664,0.0
665,-0.00021884232497804135
666,0.0001641362334421359
667,5.470609153590544e-05
668,0.0
669,0.0
670,5.47030989448416e-05
671,-5.47030989448416e-05
672,-0.00016412725369896464
673,-0.00010943313646194497
674,-0.00010944511338628615
675,-5.472704885711721e-05
676,-0.00043792424610522573
677,-0.00016427104759664246
678,-0.00016429803700823697
679,0.0002738150670147377
680,5.475401759014176e-05
681,5.475101975171981e-05
682,-0.0002737850804237496
683,0.0002737850804237496
684,5.474802224192388e-05
685,-0.00010949904199364369
686,0.00010949904199364369
687,0.0001642260849443744
688,-5.47390316789631e-05
689,-5.47420282064337e-05
690,0.0001094810598853968
691,0.0
692,0.00010946907509534753
693,-5.4733039611676304e-05
694,0.0
695,0.00010946308368353641
696,5.472704885711721e-05
697,0.0
698,-0.00016419013254065362
699,-0.00010947506716263433
700,-5.47420282064337e-05
701,-0.0001642440670526213
702,0.0
703,0.0
704,0.0001642440670526213
705,5.47420282064337e-05
706,-0.0001094870532654113
707,0.0001094870532654113
708,-5.47420282064337e-05
709,-0.0001642440670526213
710,-0.00010951103334555512
711,5.475701575541336e-05
712,-5.475701575541336e-05
713,0.00010951103334555512
714,0.00010949904199364369
715,-0.0002190100753391988
716,0.0
717,-5.476001425108734e-05
718,0.00027377008959028615
719,-5.474802224192388e-05
720,-5.475101975171981e-05
721,5.475101975171981e-05
722,-0.00010950503734186157
723,-5.475701575541336e-05
724,5.475701575541336e-05
725,0.0
726,-0.00016428004308188804
727,0.00010952302732647468
728,-0.00010952302732647468
729,0.00010952302732647468
730,-0.00010952302732647468
731,0.0
732,0.0
733,-5.4766012226536986e-05
734,0.0
735,0.0
736,5.4766012226536986e-05
737,0.0
738,-5.4766012226536986e-05
739,0.0
740,0.0
741,5.4766012226536986e-05
742,0.0
743,0.0
744,0.0004380201559310848
745,0.0
746,-0.0001094870532654113
747,5.47450250589776e-05
748,0.0
749,0.0
750,-5.47450250589776e-05
751,5.47450250589776e-05
752,5.47420282064337e-05
753,-5.47420282064337e-05
754,0.0
755,0.0
756,-0.00010949304730090148
757,-5.475101975171981e-05
758,-5.475401759014176e-05
759,0.0
760,0.0
761,5.475401759014176e-05
762,0.0
763,-5.475401759014176e-05
764,0.00010950503734186157
765,-0.00010950503734186157
766,-5.475701575541336e-05
767,0.0
768,-5.476001425108734e-05
769,-0.00010952902530192432
770,5.4766012226536986e-05
771,5.4763013075387335e-05
772,-5.4763013075387335e-05
773,5.4763013075387335e-05
774,-0.00010952902530192432
775,-0.00016431603487632174
776,0.0
777,0.0
778,0.00016431603487632174
779,0.0
780,5.4766012226536986e-05
781,0.00010952302732647468
782,0.00016426205309727493
783,-0.00021902206734836227
784,0.00016427104759664246
785,-5.475401759014176e-05
786,0.00010950503734186157
787,-5.475101975171981e-05
788,0.0
789,0.0
790,0.00010949904199364369
791,5.47450250589776e-05
792,-0.00010949304730090148
793,0.00016423507550733518
794,-5.47420282064337e-05
795,5.47420282064337e-05
796,-0.0001094870532654113
797,0.0
798,5.47450250589776e-05
799,0.0001094810598853968
800,0.00016419911916720764
801,-5.473004407186011e-05
802,5.473004407186011e-05
803,0.0
804,0.0
805,5.472704885711721e-05
806,-0.00010945709292897732
807,-5.4733039611676304e-05
808,5.4733039611676304e-05
809,5.473004407186011e-05
810,-0.00010946308368353641
811,5.4733039611676304e-05
812,5.473004407186011e-05
813,-5.473004407186011e-05
814,0.0
815,0.0
816,-0.00021895013498074434
817,0.0001094810598853968
818,-0.0001642260849443744
819,5.47450250589776e-05
820,0.0001094810598853968
821,0.00016419911916720764
822,0.0
823,5.472704885711721e-05
824,0.0
825,-5.472704885711721e-05
826,0.0
827,0.0
828,5.472704885711721e-05
829,-5.472704885711721e-05
830,-0.00010946308368353641
831,-0.00010947506716263433
832,0.00010947506716263433
833,0.0
834,5.4733039611676304e-05
835,0.0
836,-5.4733039611676304e-05
837,0.00016419013254065362
838,-5.472704885711721e-05
839,0.0
840,-5.473004407186011e-05
841,0.0
842,0.00010945709292897732
843,0.00010944511338628615
844,5.471806518286826e-05
845,-5.471806518286826e-05
846,5.471806518286826e-05
847,-5.471806518286826e-05
848,-5.4721059413509465e-05
849,0.00010943912459637772
850,0.0
851,5.471507127907671e-05
852,0.0
853,0.0001094211621630592
854,0.0
855,0.0
856,5.470609153590544e-05
857,-0.0001094151759932771
858,5.470908445737166e-05
859,-5.470908445737166e-05
860,0.0001094151759932771
861,-0.0001094151759932771
862,5.470908445737166e-05
863,0.0
864,-5.470908445737166e-05
865,5.470908445737166e-05
866,0.0
867,-5.470908445737166e-05
868,-5.4712077705687534e-05
869,5.4712077705687534e-05
870,5.470908445737166e-05
871,0.0
872,-0.0001094211621630592
873,-5.471507127907671e-05
874,-0.00010943912459637772
875,-5.472405397277669e-05
876,0.00010944511338628615
877,-5.4721059413509465e-05
878,0.00010943912459637772
879,0.0
880,0.0
881,0.00010942714898476424
882,5.470908445737166e-05
883,-5.470908445737166e-05
884,-5.4712077705687534e-05
885,-5.471507127907671e-05
886,0.0
887,-5.471806518286826e-05
888,0.0001641452141676325
889,0.0001094151759932771
890,-0.0001094151759932771
891,-5.4712077705687534e-05
892,5.4712077705687534e-05
893,0.0
894,0.0
895,-5.4712077705687534e-05
896,5.4712077705687534e-05
897,0.0
898,0.0
899,5.470908445737166e-05
900,0.0
901,-0.0001094211621630592
902,0.0
903,0.0
904,0.0001094211621630592
905,-5.470908445737166e-05
906,0.0
907,0.0001094151759932771
908,-0.00016412725369896464
909,5.4712077705687534e-05
910,0.0
911,0.0
912,-5.4712077705687534e-05
913,0.0
914,-0.00010943313646194497
915,0.0
916,5.471806518286826e-05
917,5.471507127907671e-05
918,5.4712077705687534e-05
919,-0.0001641452141676325
920,-5.4721059413509465e-05
921,5.4721059413509465e-05
922,-5.4721059413509465e-05
923,5.4721059413509465e-05
924,0.0
925,-0.00021890220631526347
926,-0.00016420810677431064
927,0.00010947506716263433
928,5.4733039611676304e-05
929,0.0
930,5.473004407186011e-05
931,0.0001094511028298939
932,-5.472405397277669e-05
933,0.0
934,5.472405397277669e-05
935,-5.472405397277669e-05
936,0.00010944511338628615
937,-0.00010944511338628615
938,5.472405397277669e-05
939,0.0
940,-0.000164181146901754
941,0.00021890220631526347
942,0.00010943313646194497
943,0.0001094211621630592
944,0.0004375649580286023
945,0.00010936132994210368
